,Text,Labels
147,"I've been here twice now, and like the others you really only come to Improve Comedy Club for the show. Very reasonably priced for shows  though they have the two item minimum so would suggest they all be drinks.\n\nThe food leaves little to be desired. We decided for the sake of time to grab dinner at the venue since the show started at 7. Having a free appetizer coupon we ordered the spinach and artichoke dip along with the sauteed grilled chicken. Spinach and artichoke dip was good though cheesy rich along with cheese sprinkled on top of the chips. Sauteed grilled chicken - hmmm.... I think the chicken was frozen - definitely not fresh - and the guacamole was artificial with a glop of cheese. It looked like a mess with big ole pile of fries. A lot of food for $10. Service has always been pleasant though they do automatically tack on the tip for you at 18%.",2
148,"There's nothing like a Saturday night filled with some good laughs, a few chuckles and a couple of good guffaws thrown in for good measure.  That's exactly what we enjoyed on Saturday night!\n\nWe hit the comedy club for an evening of Tammy Pescatelli - the hubby and I have enjoyed her routine on TV and on the occasional DVE morning show..  She didn't fail to give us a good evening of laughs!  The big surprise, was Gene Collier - yep, of the Post-Gazette sports writer fame - as the opener.  What a great opening act!  He cracked wise about the perils of being 58 and a baby boomer.  We could relate!\n\nThe sightlines were lacking.  There was a rather large woman at the table in front of us with massive Pittsburgh BIG HAIR.  All night long my own head bobbed from side to side as I attempted to actually watch the show, and not just listen to it, as she reached repeatedly and unceasingly for her tableful of snacks.  \n\nWith a 2 drink minimum, my first drink was weak and the 2nd was quite strong!  All in all, the two balanced each other out.  But then, you don't go for the drinks, do you?  An enjoyable evening!",2
149,"My friends & I all purchased Groupons  for the Pittsburgh Improv on or around March 22nd, 2012. At that time, only a few big name comedians were listed on the Improv's website as Special Events. You can use the Groupon on anything that isn't a Special Event. That seemd reasonable. The day the Groupons were purchased, my friend Katrina called & reserved two tickets to Jim Jeffries for 3/30 at 10pm. They allowed her to use her Groupon & gave her a confirmation code & everything! Shortly after, they changed many of the comedians on their website, including Jim Jeffries, to Special Events. When I called I was told I could not use my Groupon. The same thing happened to many of my friends. It's a classic bait & switch. These comedians were NOT Special Events until after the Groupon came out. In addition, other restrictions, such not being able to use the Groupons on Saturdays & having to use the additional four vouchers for one show, were NOT listed under the restrictions when the Groupon was for sale. \n\nSo tonight, my friends & I had pretty much resolved ourselves to the fact that we were not going to the Improv because they wouldn't allow us to use our Groupons. But I walked over to the Will Call window with my friend Katrina so she could at least get her tickets. Big surprise - she was told they didn't have her reservation or her name in their computers! They wouldn't give her the tickets. It's an absolute joke of a deal. How is everyone going to use their Groupons by Sept. if all of the shows are Special Events now? \n\nIn addition, no one at the Improv answers the phones or responds to emails. \n\nMy friends & I (about 10 of us total) are all getting refunds through Groupon and/or our credit card companies & we are all reporting the Improv to the Better Business Bureau, etc. \n\nThe Pittsburgh Improv is extremely shady & does not care about their customers.",0
150,"The place does what it does best - Comedy.  The food, however.  Blah.\n\nFirst off, If you go to a show, please note there is a two item per person minimum.  This means that from their extensive menu of overpriced bar food and drinks, you are REQUIRED to choose two items each.    \n\nSecond, the sodas are NOT FREE REFILLS!  I learned that one the hard way.  Get water. \n\nThird, before tipping your server, please make sure she hasn't already taken her cut out.  Even after paying for two very bland, overpriced meals and way too many Diet Cokes, I thought that my bill was rather high.  Upon further inspection, I noticed that my server had taken an 18% gratuity.  The menu explicitly says that an automatic gratuity will be taken out for parties of six or more, but there was only two of us and we weren't even drunk.  I found this tactic awfully presumptuous and left her tip at the 18% even though I typically tip well over 20%.    \n\nOverall, I don't like the idea of being required to purchase food just to see a comedy show.  I can see why they do it, but if I were required to buy a crappy popcorn and overpriced pop every time I went to the movies, I would be far less inclined to go as I am not inclined to go to the Improv again.",1
151,"The Pittsburgh Improv is unfortunately another great idea hamstrung by the details of mediocre execution (some specific examples at the end).\n\nThe setup is nice, a delightful--if a bit sterile--reproduction of what you'd think a comedy club should like if you watch enough TV.  The interior is clean; the seats are comfortable; and it's an OK atmosphere to see a show and laugh.\n\nIt's too small, however, to attract many of the best acts, which limits its ability to ever become the central hub for Pittsburgh comedy.  Most of the big names that have recently come through Pittsburgh--Jim Gaffigan, Louis CK, Second City--all perform elsewhere (though they managed to get Bob Saget, to their credit).\n\nBut the biggest problem is the food and drink.  They're very up front about their mandatory two item minimum, but the forced service requires that you spend extra money and get interrupted by waitstaff at least several times during the show.  The prices are well above what I'd consider reasonable given the quality, and I'd begrudgingly--or even happily--just shrug off the cost the same way I would a stadium concession stand markup...but the food is bad.  You're forced to either (a) buy extremely overpriced drinks (3.50 for a soda, for example, with no refills--or ten dollars for one with refills), or (b) buy moderately overpriced food which you wouldn't want in the first place.  I thought the ten dollar chicken sandwich looked reasonable, until a few bites in I decided I'd rather just throw away the money than keep eating it.\n\nStill, I think this place has a lot of potential; the core idea is very workable; and they do attract some really good comedians.  Two stars for now, with high hopes for improvements.\n\nA few specific drawbacks which could be VERY easily fixed:\n1 - A lot of the drinks didn't have prices on them.  I know this isn't uncommon, but at a venue where every question you ask interrupts not only your own show-viewing experience as well as the experiences of your neighbors, it's an incredibly poor decision here.  Make everything on the menu exceptionally clear.  It's not that hard.\n2 - Put the drink prices on the website too.  An Improv representative has personally responded to many of these Yelp reviews, and she once said \""Our menus and pricing are listed on our website, which makes for easy planning!\""  I'm calling shenanigans.  Not all the prices are on the website, which makes for difficult planning.\n3 - Reminding me to tip my server during the show AND adding an automatic gratuity to the check makes me feel like you're trying to trick me.  It's kind of an unprofessional way to say goodbye to one's customers.\n4 - Since the $3.50 soft drinks don't come with free refills, the servers shouldn't ask \""would you like a refill on that?\"" or anything of the sort.  They should ask \""would you like another one?\"" instead.  They should also respond to requests for refills by saying \""we don't offer refills, but I'd be happy to get you another one.\""  Just because there's a 10 dollar refillable soda option on the menu doesn't mean people all figure it out.  Most patrons don't even bother reading the beverage section of the menu if all they want is a standard beverage offered almost everywhere (like a cola or diet cola), and the reading difficulties imposed by the darkness make them even less likely to browse the offerings.",1
152,"I love the Improv. I think its a great way to start or spend a night! Nothing like a laughter filled night. I think its great that we get so many great comedians coming our way (Owen Benjamin, Pablo Francisco super funny Tammy Pescatelli not so much.)\n\nThings you should be aware of: The staff is really strict on the 2 drink minimum so be prepared to spend money on the pricey food and drinks. I kinda wish their menu was a little bit more extensive. Their service is spotty\n\nThe wait staff is a little iffy. I have been here MANY times and sometimes I get an attentive waitress and sometimes not. Most recently our waitress was rude, didn't bother with pleasantries and barely took notice of us. Also beware of the fact they automatically add gratuity. If our waitress was nice I would be more than glad to add to it but this time I was like no way!\n\np.s. when I used my groupon I didn't have any trouble",2
153,"My husband and I went to do something fun. The comedy was great!  The food, however, is mediocre at best. In addition, we were seated in the last row, and 10 minutes into the headliner they sat someone else at our table, so that they were in front of us. I could not see a thing. When we received our check, they had added an 18% gratuity without permission or notification.  I will not be returning anytime soon.",1
154,"We came to the Improv for the first time on Friday night for my wife's work holiday party. We arrived early for dinner and drinks from a predetermined menu. Dinner started with a salad of clearly bagged, almost brown iceberg lettuce, with some croutons and frozen-then-thawed looking tomatoes that were pinkish at best. I took a few bites of this unappetizing poor excuse for a salad, and I can tell you it was downright tragic. Dinner arrived and since there wasn't any vegetarian options on this predetermined menu, we received a dish that was supposed to contain meat with the meat omitted. It was a huge pile of spaghetti in a bowl. It looked sloppy and tasted worse than it looked. The pasta was overcooked, and the tomato sauce was just watered down pur\u00e9ed canned tomatoes. I saw traces of onion in my dish but didn't taste them at all. I was so hungry that I salted the heck out of this abomination and took a few bites. Yuck. I didn't make a dent in this crapfest. For dessert we were given a choice of chocolate cake, which my wife ordered, and cheesecake, which I ordered. The chocolate cake had freezer burn. Inexcusable! It wasn't edible. The cheesecake was only a hair better, but it had obviously come out of the freezer as well. I know people aren't coming here for the food, but if you are FORCING them to order things off of your menu to fulfill some outdated requirements (two drink/two menu item minimum) then at least make some halfway decent food. It doesn't even have to be memorable...just not OFFENSIVE. Which it was!! Had I paid for any of this I would have made a huge stink, but I tried to be polite and push my food around and make small talk. \n\nThe comedians were good. The venue was nice-ish and we got to sit in the front because we arrived early for our \""event\"". Not always the best thing in a comedy club (we only got picked on a little bit). But damn, I was hungry! I found myself fantasizing about all of the crappy Waterfront restaurants and how I'd rather be there...how I'd rather be heating up a discount microwave dinner...how I'd rather have a giant bowl of Captain Crunch...how I'd rather go back in time and eat spaghetti from my high school cafeteria...what a dreadful dining experience.\n\nMy car was also violated in the parking lot. I had an adorable German license plate on the front of my adorable German car which was stolen while I was eating hideous food, which was just the slap in the face I wanted when finally retreating to my car. I feel sick in so many different ways about this experience as a whole.\n\nThe Improv should consider outsourcing the food prep to a catering company. I truly believe that's the only thing that can save this place. Do yourself a favor and eat beforehand, and just order a beer. Well, two I guess. Other diners at our table complained about the quality of the cocktails so I'd steer clear of those. Unless there is a can't miss type of comedian here, I can't ever picture going back to the Improv. I'd give the comedians 4 stars, and the food ZERO stars.",1
155,"This was my second visit to the club and it was still a blast. My girlfriends bought tickets for John Witherspoon for my bachelorette. We were all looking forward to it and it was hilarious! He was wonderful. \n\nThe servers were fantastic. They always came back to check in on us and make sure we had plenty to eat and drink. I suggest the Pink Cadillac for a drink as well as the cheese cake and chocolate cake for dessert. \n\nThe only reason it isn't 5 stars is because they had us wait an hour past the time we were to enter the building. We were to see the 9pm showing so the doors were to open at 8:45pm. They came out and explained that the show had run over and we wouldn't be able to even enter the building until 9:20pm. It was 28 degrees outside. We finally were able to enter the building, order drinks then the show finally started at 9:45pm.  The host did offer a blanket apology which was nice but hardly made up for the fact the show started almost an hour late.",3
156,"Good! I can't comment on the food or the bathrooms, but from what experienced it was great! The drinks were decent, and I  believe you must order two items at minimum. The staff is quick, but they should have more people working on a Saturday night. Before you can ask for anything else they bolt to the next table or to the kitchen.\n\nThe comics we saw were funny as well. Will definitely go back!",3
157,I love that we have a great comedy club in Pittsburgh with a great location at the Waterfront.  Perfect for a date night and I recommend going to a later show and grabbing dinner beforehand.  I received an online coupon code for $5 tickets for John Heffron. What a deal-def. check for deals before you pay full price for any shows here.  We went early to pick up the tickets at the ticket office.  People were lined up outside about an hour before the show and it was freezing out.  I had no interest in doing this so we grabbed a beer across the street at Rock Bottom. Once they opened the doors (15 minutes before show time) the line went quickly and even though we were at the end we still got seated at a table in the back.  It is not huge inside so there aren't really any bad seats.  They usually have an MC for the night who starts  warming up the crowd. This guy was funny and so was the opening act before John Heffron.  My only complaint about this place is that they have a two drink minimum and the prices are outrageous.  $9.50 for a mixed well drink and $7 for draft beers.  The soda was $3.50! Yikes!  At least we didn't pay full price for the tickets.,2
158,"I went here for the first time the other night and had a great time!  The comedian was hilarious and it was a great intimate setting for a fun night out with friends!  My only complaint was that it was a little pricey for the overall experience because not only do you need to buy a ticket, but every person needs to buy 2 items of food/drink and the drinks aren't cheap (around $10-12).  However, I would definitely go back sometime!",3
159,"So...we got here and seated by 635pm. Orders placed. Drinks served. Now it is 752pm. One of my party has still not received his chicken sandwich. I had\nMy shrimp diablo. It was as described. Spicy and good!!! But hour plus for a chicken sandwich is unacceptable. We also sent an order of chicken fingers back...dryer than sand. And my fianc\u00e9s chicken Caesar salad chicken was as dry as the chicken fingers. Barely edible, in fact, she didn't eat more than 3 pieces of it. Upgrade the food service and this place would be somewhat a lil better.",1
160,"This is the best Giant Eagle in the area and is the most like grocery stores in Bay Area. Here's why:\n\n1. They sell beer!\n2. Huuuuuge produce selection\n3. Natural/organic foods section: cereal, pasta, soups, etc and fancy chocolate bars\n4. Long isle of ethnic foods includes mexican, indian, italian, asian and , of course, jewish\n5. Functioning bakery with fresh, appetizing breads and desserts (I am still loyal to Allegro Hearth though)\n\nThe store is huge and I haven't been to all of it yet but they also have nicer flowers, balloons, home/seasonal section, DVD rentals and a photo center as well as a drive-through pharmacy. \n\nIt seems as this GE just might be the answer to my grocery stores woes.",4
161,"Probably the most comprehensive supermarket in the county, if not all of southwestern PA. Its selection is considerably larger than what you can find in most Giant Eagles, and it has more upscale items. I live an easy walk from the Swissvale Giant Eagle, but I often drive to this location for the superior selection.",4
162,"Nice Giant Eagle, not as nice as their new Market Districts, but you can look at this Giant Eagle and see how they came up with the Market District Idea and rolled with it. Fresh made sushi, good cheese selection, awesome bakery.",2
163,"Wahhhhh!!!! They're remodeling this one and it's frustrating! I swear I don't mind change. I really don't~  I should have seen this coming.  There were telltale signs of this happening. First, they switched the pharmacy to the other end of the store where the now defunct Iggle video was. That's A-ok with me, I didn't use the pharmacy anyway. \n\nBut THEN, THEN they moved the whole toiletries section over there. They put my spaghetti and \""ethnic food\"" section (by the way, I love that ethnic food includes spaghetti) to where my Tylenol was. My kitty food is now where my spaghetti once was. Can you tell how exasperated I'm getting?? \n\nDid I mention I don't mind change? But here's the thing, I really hate grocery shopping. It's kinda sorta my own fault because I must read every label to make sure I'm not eating something with 25 grams of fat and 5000 calories (even though ice cream may go into my cart from time to time.) So going to this Giant Eagle frequently was nice because I KNEW WERE EVERYTHING WAS. Now I don't....wahhh! \n\nOk, I'll stop crying. I know I'll eventually be back. I'm sure (??) it will be an even better more magical grocery shopping experience once they're done. But I can't take it for right now. I'll be forced to shop at the Ghetto Bird down in the Southside until my former #1 store is all shiny and new again.",2
164,"You're getting an extra star for two solid reasons.  \n\nOne is because the remodel is over and the store is pretty again (and a bit fancier).  Two, and thee most important part, this iggle has the best quality and well made sushi out of any Iggle's out there!  Believe me, I've eaten many a rainbow roll from many different locations around the Burgh and nothing has compared.  Dare I say, it's as close as you get to going to a good sushi restaurant.  Bold statement, right? \n\nI  just love me some sushi and want it often, quick and convenient and this serves all those purposes with upholding the quality.  Need a quick sushi fix?  This place is it!",3
165,"This is easily one of the best Giant Eagles I've ever been to. Huge. Very nice selection. Easily comparable to Whole Foods. Went to their cheese market, and was pleasantly surprised with the selection. I got Beemster Vlaskas, an amazing Gouda. Very large parking lot.",4
166,This place has amazing selection when it comes to some things and zero selection when it comes to others.  We popped in here a couple times over the weekend I spent in PIT and both times they didn't really have what we were looking for.  Visit #1: Liquid smoke.  Visit #2: Hawaiian rolls.  I know these items must exist in PA just not @G-Eagle.  \n\nThey did however have crazy selection when it came to things like....corned beef brisket or anything that has potato in it.  My californian mind was boggled by the variety of brands and cuts of corned beef that were available.  Too bad that wasn't what I was there for.,2
167,"oddly enough, of all the giant eagles i have visited in pittsburgh, this is the only location that carries the toothpaste that i've used for most of my life (outside of pittsburgh). the location is clean and the staff are friendly.  i sometimes resent having a market district being the closest giant eagle to my apartment, as many of the items that i buy there are severely overpriced. but whenever i run out of groceries and toothpaste at the same time, i take the hike down to waterfront to shop here, although they may not carry all the groceries that i'd like.",3
168,"I'm with Rachel C. on this one. You get an extra star for being a pretty Giant Eagle and a Cafe with a very decent beer selection of 6packs and individual bottles. Even though the Giant Eagle in Robinson is better in my opinion you, Waterfront Giant Eagle, are not bad and pretty close to where I live.",3
169,"This review is specifically for the DFS cleaners at this Giant Eagle location.  I dropped clothing off for the sake of convenience once (I really should have known better).  Never again.  My items came back completely covered in lint.  I could let this slide, however my pencil skirt was safety pinned to the hanger.  The weight of the skirt caused even larger holes than what were placed there by the pins.  Being that it's a pencil skirt designed to have a blouse tucked in, there's no way that I can wear it again.  This was an expensive skirt, completely ruined.  Very disappointed.  Again, this review is just for the dry cleaners.  The rest of the store is actually better than a lot of other GE's I've been to in Pittsburgh.  Just don't take your dry cleaning here.",0
170,"I don't know why, but I just can't like this location very much.  I lived in the area for a little over three years and would always go to another GE before this one.  Maybe it's the way it's set up or maybe it's the way that the lighting seems so very dim.\n\nThe selection is typical for any GE, broad and expansive.  Some prices are a bit steep.  \n\nThis location, like many others, has expanded their pharmacy/health care area.  Which is nice, it saves an extra trip to a drug store.",2
171,"One comfy seat in the entire place, but they have a cafe, they have good books to look at, and they are open until 11pm.  What more could you want?  Why an APPLE PURSE of course!  And a nice Earl Gray tea thrown in for good measure.  Wow...I love this place.  I am such a nerd...only a nerd would enjoy going to a book store and reading as much as I do.  The extra amenities just make it that much more enjoyable.",3
172,"Barnes & Noble, it's like the Wal-Mart of bookstores.  Beating down the competition of other now defunct national competitors and mom and pop type stores alike.  \n\nI'm not quite sure whether I'm in a cafe, at a newspaper stand, a book store, a CD shop, a movie house or a flea market sometimes.  With all the tables and shelves that  you have to dodge it's a bit hard to figure it out.  Feels like the place should implode on itself and then reform into an audio book about coffee.\n\nI don't know about y'all, but I'd rather buy my books from a place that has more knowledge about the merchandise they are selling than a national chain like this.",1
173,Such nice staff.  \n\nI really lament the decline of the modern bookstore.  I really enjoy browsing and picking up a new book.  \n\nThe store has a great selection and the staff are always helpful and kind.  \n\nI really hope this store stays here for some.  The prices are also fair and often have great discounts.,4
174,"I have to agree with Matthew U on this one. I do enjoy Barnes & Nobles but sometimes i get lost just trying to find a darn calendar. I went here after a dinner date with some neighbors and couldn't believe how packed it was. We had to wait 10 minutes just to find enough chairs to seat 4 people. We ended up stealing them from other tables. Not to mention my hubby stood in line for 15 minutes just to get an Ice tea lemonade.\n\nSo amidst all the books, newspapers and magazines they have an audio and video section. The prices aren't anything to rave about. I can buy the same movies online for a lot cheaper there's just the waiting period. I do shop here sometimes for there discount books. I found a lot of great recipe and mystery books for really cheap, like under $5. That's a pretty good deal but considering there is a half priced book store who has a great selection of books for literally half the price of retailers, how can you beat those prices. \n\nB&N is more of a hangout spot with books in case you want to buy one right there and then. But everything is kind of confusing you always need to ask where something is. I'd rather shop online for anything i really want. It's just not worth it to buy it wholesale.",2
175,"Nice venue,  good food, great beer, awful service.  Staying at the Sheraton here I've patronized Bar Louie a dozen times recently and they screw up the order in some fashion every single time, without exception.",2
176,"I stopped here yesterday with Rob and Matt after golf to have a few drinks prior to seeing \""The Hangover\"" at Loews across the street.  Incidentally, \""The Hangover\"" is one of the funniest movies I've seen in years and worth the $10 to see it in the theater.  Okay, back to the restaurant the space itself is very nice.  There are plenty of hightops, plasmas and a few booths.  It's spacious and they have outdoor seating and open windows.  We sat at the bar and were greeted relatively quickly by the bartender who was tending a pretty much empty bar.  I ordered a guinness as usual, Rob ordered a long island iced tea and Matt had a miller light.  Make sure and tell them if you want a top shelf tea else you'll be getting the stuff in the plastic bottles.  I sampled Rob's long island tea and it was not that good way too much sours.  The next one he ordered was much better after a little guidance to the bartender.  The bartender herself was okay, not too friendly but quick enough with the pours.  I don't remember her name which is usually not a good sign.  We ordered a few things from the appetizer menu.  We started with the chips and salsa.  The chips were crisp enough, but not served warm and the salsa had some spice but the colors were a little off kind of looked like the color of pea soup.  Rob then ordered the philly cheese steak sliders.  I tried one it was okay I guess  the bun was warm and it was pretty loaded with cheese and onions.  He asked for a side of mayo and they said they were out, which is bizarre because there is a giant eagle a couple blocks away.  This pretty much sums up my experiences at the Bar Louie's I've been too.  They kind of do just enough for me to come back but rarely make any real effort with service.  Maybe I'm being too critical... I tried to order the baked goat cheese, but they were out... So, I settled on the hummus appetizer.  This was surprisingly pretty good.  The pita was warm and toasted the hummus had lots of flavor and the tabouleh was edible.  It's probably best to stick to simple stuff when dining here.  Matt had the hot wings which I tried one and it was okay, your pretty standard mass produced chicken wing.  All in all this place isn't that bad.  If you want to grab a drink before or after the movie and you're more concerned with convenience than necessarily friendly service and really good food than you could do worse.",1
177,"An absolute must if you're going to a movie and want a drink ($3 drafts and $5 special martinis) and some half-off apps on a weekday from 5 to 7. However, we were bothered that none of the special martinis actually resembled a real martini. No gin or vermouth was used, it's mostly purees and champagne floats with flavored vodkas.\n\nAnyway, the small plates made for good \""upscale\"" bar food. Half-price apps make for a cheap, but nice, dinner and a movie - great, great specials. However, I would not buy a full-priced dinner here. Nothing aside from the apps grabbed me for the outstanding price. The baked goat cheese was small but delicious, and the tempura fried shrimp was just right but the sauces didn't match up exactly.\n\nBe warned that the seats make you feel like you're going to be swallowed by them. Seriously, the booth was like sitting in the mouth of a whale.",2
178,"The Pros: Great view of the city and river in good weather...  \nLovely for loud large groups\nVaried menu with some original items\nGreat place to watch a game inside with a huge bar\nFun location\nGood place to take out of towners.\n\nThe Cons: The food when I went yesterday was not great.  We got the wrong sandwich, our order wasn't as described because the kitchen was out of \""lots of things\""  (Tell us when we order, not when you deliver the meal without elements on the plate.)  \nCan be loud--not a place for a romantic date...\nThe bathroom condition was really bad.\n\nThe server did comp up an appetizer, and they were friendly enough.. they just failed to wow. \n\nThe view was great, and we did enjoy walking around seeing the fountain dance to \""Pour some sugar on me\""  seriously?!?!?  Yes!   Classy eh?",2
179,"I had the EXACT same experience as John R. Went here to get a quick bite to eat before seeing a movie across the street. The place was near empty and there were three waitresses. Got seated and waited on immediately. Ordered drinks, and it took them 15 minutes to come...no, not alcoholic drinks, two waters and an iced tea. This should have been a bad sign, but at this point we ordered food.\n\n20 minutes go by...we flag down our waitress, to let her know that we need to get to a movie in 45 minutes. She said our food would be out in a few minutes. Another 20 minutes, still no food, and our waitress is nowhere to be seen. We flag down another waitress, she says she will find our waitress, who we then notice is chatting with one of the other waitresses. She finishes her conversation and finally makes her way over to our table about five minutes later. She says she didn't even realize our food hadn't arrived (well, you never even checked on us, so of course you didn't). After speaking with the kitchen staff, she informs us that she \""definitely\"" put our order in so it \""must have been given to someone else by mistake.\"" Because they wouldn't have noticed that that WASN'T what they ordered? Seriously?\n\nThe waitress told us she could give us our food for take out and, since we were starving, we reluctantly agreed. 10 minutes later, our food and the bill arrived. All that was comped was the iced tea, and we got some free utensils and wetnaps. How generous! We shovelled what we could into our mouths, did NOT leave a tip (thankfully, we didn't have the added gratuity that John had), and sprinted to our movie where we covertly finished our smuggled food. Worst part? I opened the wetnap, and it was totally dry. Of course.\n\nHowever, I gave this place two stars instead of one. That's because my food, when I finally got it, was perfect. I had the Greek burger and it was huge, cooked exactly how I like it, with delicious toppings. I really wish I could come back here for the food but...hell no.",1
180,"Service has always been good and the food consistent, we usually come for happy hour when apps are half off and there's some great deals on drinks as well.\n\nThings that stand out to me: veggie wrap, fried zucchini, hummus tabuleh and tzatziki platter, and house salad with ranch (their ranch is so good I could eat it with a spoon)",2
181,"Let me just say that this used to be a place I loved.\n\nRemember when you'd go somewhere and have good food, great service and a general pleasant experience and then a few months you'd go back and have it all again? Well one day you decide to go back and you realized everything has changed in a way that you can't describe and the place is no longer familiar. To me, that is Bar Louie\n\nI can't say the food is bad. I had an order of the pretzel sticks for an appetizer and the cinnamon sauce tasted like water and the pretzels were stale. I will say I still ate them so shame on me. My  sandwich (the Mario) as always was very good.\n\nNow here comes the bad:\n\n1. There were fruit flies EVERYWHERE. I felt like we were eating on top of a garbage dump. At one point I had to get a new drink because one flew in my beer. I understand that the establishment is an indoor/outdoor place but there is no reason for 15 fruit flies to hover over my table.\n\n2. The place is enormous and they had one, very nice, but over worked server. The girl looked like she was about to have a heart attack because she never stopped moving.\n\n3. Because of number two our service in general was not good. I can't totally blame the girl she did the best we could. I mean. I've played Diner Dash on my iPad, I know what happens when a place fills up too quickly when you are the only one working.\n\nIt's sad when a place you love turns into a place you never want to go again. I think I'm being very generous by giving it two stars but because I used to love it so much I can't rate it that low. Part of me hopes it gets better, but like an absentee father it'll just let me down again.",1
182,"We were going to see a movie that started at 9:40pm. The 2 of us got to Bar Louie at 8:30.  We sat outside, and it was nearly 30 minutes before the waiter even stopped to get our order.  I tried stopping a waitress but was told 'this isn't my table'.  Finally the waiter took our order.  1 Sam Adams light bottle, and one Pineapple Juice+Vodka.  After about 15minutes another waiter (maybe the manager I don't know) asked if we had been waited on. We said yes, and told him we had been waiting.  He left, and another (different) waitress came to bring us our drinks.. they were wrong.. My date was given vodka on the rocks. and I was given a Sam Adams.. \nThey took these back, and another 10 minutes before the correct order was served.. We told them to bring another round and the check.  It was 20 minutes before they returned.. and they forgot the check.\n\nBy this time we had to go to be on time for the movie.. my date asked for the check again so we could leave.. finally they brought it and I gave him my card, when he came back we signed it and left in a hurry to catch the movie.\n\nfor 2 bottle beers, and 2 pineapple juice + vodka I was charged $31.03. I didn't have time to complain or ask. I won't be going back.",0
183,Food was ok. Waitress was a huge air head. Waited 25 min for my $7.00 beer. Only got it after I reminded her. It is just another disappointing chain restaurant disguised as a local commodity.,2
184,"Although I wouldn't  travel out of my way to have dinner here, this is a resturant that I enjoy having a meal at, when I am in the Homestead water front. On all of my visits here I have enjoyed the tempura shrimp. The dipping sauce are to die for.  I've found myself craveing the tempura shrimp, and the accompanying sauces. \n\nThe first time I ever had dinner here was as a birthday dinner with me and my big sister. So this resturant has sentimental value to me. I attach eating here to having a special night out in the Waterfront. \n\nBar Louie has some very flavorful and fun dishes for bar food, that is.",2
185,When the ratio to wait staff to diners is 3:1 you'd think you could get service!!!\n\nNothing erks me more then seeing idol wait staff and hungry patrons. I very rarely walk out of a restaurant with out having eaten first. I came here on Saturday ay 6pm. Almost none of the diners had food on their table and many of them didn't have drinks in the 15 minutes I was there I counted 9 waitress again I counted 9 waitresses and not a one of them came over to our table to get even a drink order. Just from the looks of it I could tell staying any longer would be a total train wreck. So after 15 minutes of waitress counting we left with empty bellies.,0
186,"I came here last night to get a few appetizers before a movie, and was hoping to be able to write a review on the food. Unfortunately, I cannot because the service was so bad that I left before I had the chance to order. We found seats at the bar behind the taps. After sitting there for 5 minutes and not being acknowledged, we thought that they might not be able to see us, and so we moved to a different pair of seats in the middle of the bar, grabbing a few menus on the way so we would be ready to order. It was fairly busy, but it is not like there were people standing at the bar trying to get drinks - everyone was seated and I'm sure they face much busier times. We sat in our new seats for almost 15 minutes (I timed it - I am not exaggerating), and were not even acknowledged. You would at least think the bartender would acknowledge us and tell us he would be with us when he could, but despite staring him down almost the whole time, we could not even make eye contact. I hope this is a fluke but will probably not be back to find out.",0
187,"The absolute worst service I have ever had at any bar or restaraunt.  And, in looking at other reviews, I am not the first.  There are many options at the Waterfront, and I would suggest you try any of them; but stay far away from this place!",0
188,"I've eaten just once, mostly I go for drinks. Nice, lively place, nice outdoor seating for the summer and fall.\nDrinks are good, service is good.\nLocation is great as well, right across the movie theater.",3
189,$1 burger night on Tuesday. Add ons more.,4
190,"It was the first time that I went to this location.  We sat outside and it was a beautiful night.  I had the BBQ Burger with fries.  For the price of the burger I expected something much better.  It was a very thin burger when it came to the meat.  As a whole it looked large but that was only because of what they piled on top of it.  In addition, their drinks are expensive!  Just one cocktail could run between $10-$12 and they aren't very large.  Our waitress spent more time talking to her friends at the next table than actually tending to our needs.  There are enough restaurants at the Waterfront that I don't know that I will come back here.",2
191,"I personally enjoyed my recent visit to Bar Louie with a friend but completely understand the poor reviews on help. The restaurant is pricey for what it is, and our waitress was a bit lackluster.\n\nSo why does Bar Louie get 3 stars? Happy Hour and a nice patio!\n\nHappy Hour is on Monday-Friday from 4-7pm and offers lots of different options -- $3 Drafts, $4 Wines, $5 Martinis, and 1/2 Price Select Appetizers and Flatbreads. My friend and I ordered 4 Martinis and 3 Appetizers between the 2 of us, and our bill was less than $40 total. Not bad!\n\nI ordered a Strawberry Peach Bellini and a S'Mores Martini, and both were tasty. We shared Bruschetta Pomodoro, Spinach & Artichoke Dip, and Roasted Vegetable Flatbread. The food was also good, and I would order all three items again in the future.\n\nMy recommendation is to understand what Bar Louie is good at (Happy Hour) and only frequent the restaurant at those times!",2
192,"This is one of those places where the presentation is nice, but the taste is too ordinary. Friends and I went here for happy hour (starting at 5pm). They claimed to have $1 draft, $5 mixed drinks, and half off appetizers. When we got there, we realized the happy hour special only applies to certain items, so pretty much the discount was pointless. We ended up spending a fortune on beer and mediocre appetizers. \n\nI only had appetizers here so I can't really judge them for their entr\u00e9es, but I will rate according to my eating/drinking experience.  I got the spinach artichoke dip. It was a little runny and the dip to chips ratio was disappointing. For a dip, it had way too many obstacles built in to it. I don't know what they did with the artichoke, but it was super fibrous...I felt like I was chewing grass. \n\nOverall, I would not recommend this place unless you have money to make it rain. Food was way too average for the high price.",1
193,"Servers are chatting, not paying attention to tables. I can see my salad is ready at the window. Worst serves ever.",0
